Year,Zone,Sex,Age Group,Population,Prevalence,Crude Prevalence Rate
2000,Zone 4 - Central,F,0 to 9,23527,2628,11.17
2000,Zone 4 - Central,F,10 to 19,29797,3663,12.29
2000,Zone 4 - Central,F,20 to 29,30198,2558,8.47
2000,Zone 4 - Central,F,30 to 39,34639,2275,6.57
2000,Zone 4 - Central,F,40 to 49,32980,2352,7.13
2000,Zone 4 - Central,F,50 to 59,24173,1875,7.76
2000,Zone 4 - Central,F,60 to 69,14990,1048,6.99
2000,Zone 4 - Central,F,70 to 79,12052,806,6.69
2000,Zone 4 - Central,F,80 +,8411,445,5.29
2000,Zone 4 - Central,M,0 to 9,23713,3796,16.01
2000,Zone 4 - Central,M,10 to 19,30735,4392,14.29
2000,Zone 4 - Central,M,20 to 29,28067,1466,5.22
2000,Zone 4 - Central,M,30 to 39,31448,1133,3.6
2000,Zone 4 - Central,M,40 to 49,30424,1054,3.46
2000,Zone 4 - Central,M,50 to 59,22981,836,3.64
2000,Zone 4 - Central,M,60 to 69,14044,615,4.38
2000,Zone 4 - Central,M,70 to 79,8889,398,4.48
2000,Zone 4 - Central,M,80 +,4006,189,4.72
2000,Zone 3 - Eastern,F,0 to 9,8415,953,11.33
2000,Zone 3 - Eastern,F,10 to 19,10929,1002,9.17
2000,Zone 3 - Eastern,F,20 to 29,10667,648,6.07
2000,Zone 3 - Eastern,F,30 to 39,12657,571,4.51
2000,Zone 3 - Eastern,F,40 to 49,15258,749,4.91
2000,Zone 3 - Eastern,F,50 to 59,12308,671,5.45
2000,Zone 3 - Eastern,F,60 to 69,8521,451,5.29
2000,Zone 3 - Eastern,F,70 to 79,6858,345,5.03
2000,Zone 3 - Eastern,F,80 +,5643,251,4.45
2000,Zone 3 - Eastern,M,0 to 9,8802,1377,15.64
2000,Zone 3 - Eastern,M,10 to 19,11733,1379,11.75
2000,Zone 3 - Eastern,M,20 to 29,10920,452,4.14
2000,Zone 3 - Eastern,M,30 to 39,12412,293,2.36
2000,Zone 3 - Eastern,M,40 to 49,15102,387,2.56
2000,Zone 3 - Eastern,M,50 to 59,12773,340,2.66
2000,Zone 3 - Eastern,M,60 to 69,8292,280,3.38
2000,Zone 3 - Eastern,M,70 to 79,5414,205,3.79
2000,Zone 3 - Eastern,M,80 +,2853,110,3.86
2000,Zone 2 - Northern,F,0 to 9,7724,836,10.82
2000,Zone 2 - Northern,F,10 to 19,9531,1016,10.66
2000,Zone 2 - Northern,F,20 to 29,9980,768,7.7
2000,Zone 2 - Northern,F,30 to 39,11943,676,5.66
2000,Zone 2 - Northern,F,40 to 49,12834,753,5.87
2000,Zone 2 - Northern,F,50 to 59,10147,636,6.27
2000,Zone 2 - Northern,F,60 to 69,6797,406,5.97
2000,Zone 2 - Northern,F,70 to 79,5746,303,5.27
2000,Zone 2 - Northern,F,80 +,4572,226,4.94
2000,Zone 2 - Northern,M,0 to 9,8357,1237,14.8
2000,Zone 2 - Northern,M,10 to 19,10098,1173,11.62
2000,Zone 2 - Northern,M,20 to 29,9938,438,4.41
2000,Zone 2 - Northern,M,30 to 39,11645,357,3.07
2000,Zone 2 - Northern,M,40 to 49,12670,378,2.98
2000,Zone 2 - Northern,M,50 to 59,10322,290,2.81
2000,Zone 2 - Northern,M,60 to 69,6578,213,3.24
2000,Zone 2 - Northern,M,70 to 79,4444,187,4.21
2000,Zone 2 - Northern,M,80 +,2260,101,4.47
2000,Zone 1 - Western,F,0 to 9,9416,953,10.12
2000,Zone 1 - Western,F,10 to 19,11922,1205,10.11
2000,Zone 1 - Western,F,20 to 29,11986,868,7.24
2000,Zone 1 - Western,F,30 to 39,15866,936,5.9
2000,Zone 1 - Western,F,40 to 49,17474,1003,5.74
2000,Zone 1 - Western,F,50 to 59,14376,885,6.16
2000,Zone 1 - Western,F,60 to 69,9693,567,5.85
2000,Zone 1 - Western,F,70 to 79,7792,450,5.78
2000,Zone 1 - Western,F,80 +,6197,261,4.21
2000,Zone 1 - Western,M,0 to 9,10098,1432,14.18
2000,Zone 1 - Western,M,10 to 19,12401,1403,11.31
2000,Zone 1 - Western,M,20 to 29,11847,466,3.93
2000,Zone 1 - Western,M,30 to 39,14993,483,3.22
2000,Zone 1 - Western,M,40 to 49,16812,501,2.98
2000,Zone 1 - Western,M,50 to 59,14233,459,3.22
2000,Zone 1 - Western,M,60 to 69,9535,341,3.58
2000,Zone 1 - Western,M,70 to 79,6504,291,4.47
2000,Zone 1 - Western,M,80 +,3496,160,4.58
2001,Zone 4 - Central,F,0 to 9,22675,2555,11.27
2001,Zone 4 - Central,F,10 to 19,30011,4055,13.51
2001,Zone 4 - Central,F,20 to 29,30093,2784,9.25
2001,Zone 4 - Central,F,30 to 39,34311,2493,7.27
2001,Zone 4 - Central,F,40 to 49,33886,2671,7.88
2001,Zone 4 - Central,F,50 to 59,25241,2141,8.48
2001,Zone 4 - Central,F,60 to 69,15353,1199,7.81
2001,Zone 4 - Central,F,70 to 79,12136,884,7.28
2001,Zone 4 - Central,F,80 +,8762,504,5.75
2001,Zone 4 - Central,M,0 to 9,23053,3754,16.28
2001,Zone 4 - Central,M,10 to 19,30887,4954,16.04
2001,Zone 4 - Central,M,20 to 29,28242,1707,6.04
2001,Zone 4 - Central,M,30 to 39,31239,1241,3.97
2001,Zone 4 - Central,M,40 to 49,31456,1221,3.88
2001,Zone 4 - Central,M,50 to 59,23897,968,4.05
2001,Zone 4 - Central,M,60 to 69,14387,667,4.64
2001,Zone 4 - Central,M,70 to 79,9092,456,5.02
2001,Zone 4 - Central,M,80 +,4301,209,4.86
2001,Zone 3 - Eastern,F,0 to 9,8229,910,11.06
2001,Zone 3 - Eastern,F,10 to 19,10788,1155,10.71
2001,Zone 3 - Eastern,F,20 to 29,10454,713,6.82
2001,Zone 3 - Eastern,F,30 to 39,12314,621,5.04
2001,Zone 3 - Eastern,F,40 to 49,15289,809,5.29
2001,Zone 3 - Eastern,F,50 to 59,12706,784,6.17
2001,Zone 3 - Eastern,F,60 to 69,8653,482,5.57
2001,Zone 3 - Eastern,F,70 to 79,6813,374,5.49
2001,Zone 3 - Eastern,F,80 +,5759,278,4.83
2001,Zone 3 - Eastern,M,0 to 9,8603,1366,15.88
2001,Zone 3 - Eastern,M,10 to 19,11601,1568,13.52
2001,Zone 3 - Eastern,M,20 to 29,10647,502,4.71
2001,Zone 3 - Eastern,M,30 to 39,12023,317,2.64
2001,Zone 3 - Eastern,M,40 to 49,15104,409,2.71
2001,Zone 3 - Eastern,M,50 to 59,13125,404,3.08
2001,Zone 3 - Eastern,M,60 to 69,8463,295,3.49
2001,Zone 3 - Eastern,M,70 to 79,5459,232,4.25
2001,Zone 3 - Eastern,M,80 +,2880,116,4.03
2001,Zone 2 - Northern,F,0 to 9,7572,816,10.78
2001,Zone 2 - Northern,F,10 to 19,9499,1137,11.97
2001,Zone 2 - Northern,F,20 to 29,9734,842,8.65
2001,Zone 2 - Northern,F,30 to 39,11691,743,6.36
2001,Zone 2 - Northern,F,40 to 49,13052,868,6.65
2001,Zone 2 - Northern,F,50 to 59,10466,707,6.76
2001,Zone 2 - Northern,F,60 to 69,6959,456,6.55
2001,Zone 2 - Northern,F,70 to 79,5698,339,5.95
2001,Zone 2 - Northern,F,80 +,4679,241,5.15
2001,Zone 2 - Northern,M,0 to 9,8145,1197,14.7
2001,Zone 2 - Northern,M,10 to 19,10064,1362,13.53
2001,Zone 2 - Northern,M,20 to 29,9669,485,5.02
2001,Zone 2 - Northern,M,30 to 39,11495,388,3.38
2001,Zone 2 - Northern,M,40 to 49,12793,429,3.35
2001,Zone 2 - Northern,M,50 to 59,10678,334,3.13
2001,Zone 2 - Northern,M,60 to 69,6747,216,3.2
2001,Zone 2 - Northern,M,70 to 79,4485,189,4.21
2001,Zone 2 - Northern,M,80 +,2360,115,4.87
2001,Zone 1 - Western,F,0 to 9,9270,913,9.85
2001,Zone 1 - Western,F,10 to 19,11810,1340,11.35
2001,Zone 1 - Western,F,20 to 29,11695,959,8.2
2001,Zone 1 - Western,F,30 to 39,15336,967,6.31
2001,Zone 1 - Western,F,40 to 49,17773,1120,6.3
2001,Zone 1 - Western,F,50 to 59,14817,1019,6.88
2001,Zone 1 - Western,F,60 to 69,9870,616,6.24
2001,Zone 1 - Western,F,70 to 79,7789,489,6.28
2001,Zone 1 - Western,F,80 +,6378,304,4.77
2001,Zone 1 - Western,M,0 to 9,9915,1415,14.27
2001,Zone 1 - Western,M,10 to 19,12336,1634,13.25
2001,Zone 1 - Western,M,20 to 29,11613,519,4.47
2001,Zone 1 - Western,M,30 to 39,14477,531,3.67
2001,Zone 1 - Western,M,40 to 49,17043,566,3.32
2001,Zone 1 - Western,M,50 to 59,14677,520,3.54
2001,Zone 1 - Western,M,60 to 69,9814,394,4.01
2001,Zone 1 - Western,M,70 to 79,6552,290,4.43
2001,Zone 1 - Western,M,80 +,3584,191,5.33
2002,Zone 4 - Central,F,0 to 9,22059,2475,11.22
2002,Zone 4 - Central,F,10 to 19,30002,4443,14.81
2002,Zone 4 - Central,F,20 to 29,30258,3076,10.17
2002,Zone 4 - Central,F,30 to 39,33899,2626,7.75
2002,Zone 4 - Central,F,40 to 49,34838,2988,8.58
2002,Zone 4 - Central,F,50 to 59,26205,2366,9.03
2002,Zone 4 - Central,F,60 to 69,15863,1397,8.81
2002,Zone 4 - Central,F,70 to 79,12145,924,7.61
2002,Zone 4 - Central,F,80 +,9050,566,6.25
2002,Zone 4 - Central,M,0 to 9,22381,3611,16.13
2002,Zone 4 - Central,M,10 to 19,30934,5439,17.58
2002,Zone 4 - Central,M,20 to 29,28497,1938,6.8
2002,Zone 4 - Central,M,30 to 39,30897,1339,4.33
2002,Zone 4 - Central,M,40 to 49,32471,1367,4.21
2002,Zone 4 - Central,M,50 to 59,24789,1100,4.44
2002,Zone 4 - Central,M,60 to 69,14870,721,4.85
2002,Zone 4 - Central,M,70 to 79,9313,491,5.27
2002,Zone 4 - Central,M,80 +,4498,234,5.2
2002,Zone 3 - Eastern,F,0 to 9,7954,885,11.13
2002,Zone 3 - Eastern,F,10 to 19,10688,1268,11.86
2002,Zone 3 - Eastern,F,20 to 29,10260,761,7.42
2002,Zone 3 - Eastern,F,30 to 39,11819,672,5.69
2002,Zone 3 - Eastern,F,40 to 49,15360,840,5.47
2002,Zone 3 - Eastern,F,50 to 59,13118,862,6.57
2002,Zone 3 - Eastern,F,60 to 69,8870,533,6.01
2002,Zone 3 - Eastern,F,70 to 79,6780,397,5.86
2002,Zone 3 - Eastern,F,80 +,5837,292,5
2002,Zone 3 - Eastern,M,0 to 9,8405,1323,15.74
2002,Zone 3 - Eastern,M,10 to 19,11397,1760,15.44
2002,Zone 3 - Eastern,M,20 to 29,10498,574,5.47
2002,Zone 3 - Eastern,M,30 to 39,11609,335,2.89
2002,Zone 3 - Eastern,M,40 to 49,15022,464,3.09
2002,Zone 3 - Eastern,M,50 to 59,13492,426,3.16
2002,Zone 3 - Eastern,M,60 to 69,8727,328,3.76
2002,Zone 3 - Eastern,M,70 to 79,5533,242,4.37
2002,Zone 3 - Eastern,M,80 +,2891,123,4.25
2002,Zone 2 - Northern,F,0 to 9,7386,793,10.74
2002,Zone 2 - Northern,F,10 to 19,9430,1250,13.26
2002,Zone 2 - Northern,F,20 to 29,9584,878,9.16
2002,Zone 2 - Northern,F,30 to 39,11382,817,7.18
2002,Zone 2 - Northern,F,40 to 49,13209,947,7.17
2002,Zone 2 - Northern,F,50 to 59,10774,800,7.43
2002,Zone 2 - Northern,F,60 to 69,7197,513,7.13
2002,Zone 2 - Northern,F,70 to 79,5700,369,6.47
2002,Zone 2 - Northern,F,80 +,4729,251,5.31
2002,Zone 2 - Northern,M,0 to 9,8006,1201,15
2002,Zone 2 - Northern,M,10 to 19,10025,1518,15.14
2002,Zone 2 - Northern,M,20 to 29,9489,544,5.73
2002,Zone 2 - Northern,M,30 to 39,11290,405,3.59
2002,Zone 2 - Northern,M,40 to 49,12864,492,3.82
2002,Zone 2 - Northern,M,50 to 59,10923,359,3.29
2002,Zone 2 - Northern,M,60 to 69,7045,251,3.56
2002,Zone 2 - Northern,M,70 to 79,4554,195,4.28
2002,Zone 2 - Northern,M,80 +,2429,109,4.49
2002,Zone 1 - Western,F,0 to 9,9113,874,9.59
2002,Zone 1 - Western,F,10 to 19,11742,1484,12.64
2002,Zone 1 - Western,F,20 to 29,11504,1041,9.05
2002,Zone 1 - Western,F,30 to 39,14786,1020,6.9
2002,Zone 1 - Western,F,40 to 49,18011,1242,6.9
2002,Zone 1 - Western,F,50 to 59,15198,1144,7.53
2002,Zone 1 - Western,F,60 to 69,10232,698,6.82
2002,Zone 1 - Western,F,70 to 79,7825,523,6.68
2002,Zone 1 - Western,F,80 +,6464,341,5.28
2002,Zone 1 - Western,M,0 to 9,9661,1355,14.03
2002,Zone 1 - Western,M,10 to 19,12284,1857,15.12
2002,Zone 1 - Western,M,20 to 29,11431,577,5.05
2002,Zone 1 - Western,M,30 to 39,13995,572,4.09
2002,Zone 1 - Western,M,40 to 49,17264,606,3.51
2002,Zone 1 - Western,M,50 to 59,15068,566,3.76
2002,Zone 1 - Western,M,60 to 69,10140,440,4.34
2002,Zone 1 - Western,M,70 to 79,6588,306,4.64
2002,Zone 1 - Western,M,80 +,3685,201,5.45
2003,Zone 4 - Central,F,0 to 9,21310,2341,10.99
2003,Zone 4 - Central,F,10 to 19,30095,4759,15.81
2003,Zone 4 - Central,F,20 to 29,30517,3309,10.84
2003,Zone 4 - Central,F,30 to 39,33482,2755,8.23
2003,Zone 4 - Central,F,40 to 49,35571,3281,9.22
2003,Zone 4 - Central,F,50 to 59,27264,2626,9.63
2003,Zone 4 - Central,F,60 to 69,16419,1534,9.34
2003,Zone 4 - Central,F,70 to 79,12228,969,7.92
2003,Zone 4 - Central,F,80 +,9301,615,6.61
2003,Zone 4 - Central,M,0 to 9,21766,3483,16
2003,Zone 4 - Central,M,10 to 19,30832,5915,19.18
2003,Zone 4 - Central,M,20 to 29,29039,2231,7.68
2003,Zone 4 - Central,M,30 to 39,30418,1432,4.71
2003,Zone 4 - Central,M,40 to 49,33438,1519,4.54
2003,Zone 4 - Central,M,50 to 59,25712,1182,4.6
2003,Zone 4 - Central,M,60 to 69,15440,809,5.24
2003,Zone 4 - Central,M,70 to 79,9509,510,5.36
2003,Zone 4 - Central,M,80 +,4629,252,5.44
2003,Zone 3 - Eastern,F,0 to 9,7780,839,10.78
2003,Zone 3 - Eastern,F,10 to 19,10523,1428,13.57
2003,Zone 3 - Eastern,F,20 to 29,10301,818,7.94
2003,Zone 3 - Eastern,F,30 to 39,11448,715,6.25
2003,Zone 3 - Eastern,F,40 to 49,15233,903,5.93
2003,Zone 3 - Eastern,F,50 to 59,13489,925,6.86
2003,Zone 3 - Eastern,F,60 to 69,9129,596,6.53
2003,Zone 3 - Eastern,F,70 to 79,6778,410,6.05
2003,Zone 3 - Eastern,F,80 +,5842,314,5.37
2003,Zone 3 - Eastern,M,0 to 9,8268,1307,15.81
2003,Zone 3 - Eastern,M,10 to 19,11175,1902,17.02
2003,Zone 3 - Eastern,M,20 to 29,10553,663,6.28
2003,Zone 3 - Eastern,M,30 to 39,11253,368,3.27
2003,Zone 3 - Eastern,M,40 to 49,14849,478,3.22
2003,Zone 3 - Eastern,M,50 to 59,13890,486,3.5
2003,Zone 3 - Eastern,M,60 to 69,9043,355,3.93
2003,Zone 3 - Eastern,M,70 to 79,5516,234,4.24
2003,Zone 3 - Eastern,M,80 +,2952,125,4.23
2003,Zone 2 - Northern,F,0 to 9,7294,770,10.56
2003,Zone 2 - Northern,F,10 to 19,9360,1339,14.31
2003,Zone 2 - Northern,F,20 to 29,9493,963,10.14
2003,Zone 2 - Northern,F,30 to 39,11166,880,7.88
2003,Zone 2 - Northern,F,40 to 49,13257,1019,7.69
2003,Zone 2 - Northern,F,50 to 59,11186,903,8.07
2003,Zone 2 - Northern,F,60 to 69,7432,571,7.68
2003,Zone 2 - Northern,F,70 to 79,5691,393,6.91
2003,Zone 2 - Northern,F,80 +,4733,264,5.58
2003,Zone 2 - Northern,M,0 to 9,7847,1247,15.89
2003,Zone 2 - Northern,M,10 to 19,9946,1654,16.63
2003,Zone 2 - Northern,M,20 to 29,9395,603,6.42
2003,Zone 2 - Northern,M,30 to 39,10982,437,3.98
2003,Zone 2 - Northern,M,40 to 49,12959,525,4.05
2003,Zone 2 - Northern,M,50 to 59,11250,403,3.58
2003,Zone 2 - Northern,M,60 to 69,7324,269,3.67
2003,Zone 2 - Northern,M,70 to 79,4620,202,4.37
2003,Zone 2 - Northern,M,80 +,2449,121,4.94
2003,Zone 1 - Western,F,0 to 9,8904,859,9.65
2003,Zone 1 - Western,F,10 to 19,11652,1607,13.79
2003,Zone 1 - Western,F,20 to 29,11487,1135,9.88
2003,Zone 1 - Western,F,30 to 39,14097,1057,7.5
2003,Zone 1 - Western,F,40 to 49,18275,1330,7.28
2003,Zone 1 - Western,F,50 to 59,15616,1266,8.11
2003,Zone 1 - Western,F,60 to 69,10612,766,7.22
2003,Zone 1 - Western,F,70 to 79,7861,552,7.02
2003,Zone 1 - Western,F,80 +,6555,365,5.57
2003,Zone 1 - Western,M,0 to 9,9432,1357,14.39
2003,Zone 1 - Western,M,10 to 19,12248,2045,16.7
2003,Zone 1 - Western,M,20 to 29,11386,680,5.97
2003,Zone 1 - Western,M,30 to 39,13485,582,4.32
2003,Zone 1 - Western,M,40 to 49,17447,684,3.92
2003,Zone 1 - Western,M,50 to 59,15459,600,3.88
2003,Zone 1 - Western,M,60 to 69,10463,488,4.66
2003,Zone 1 - Western,M,70 to 79,6719,327,4.87
2003,Zone 1 - Western,M,80 +,3758,208,5.53
2004,Zone 4 - Central,F,0 to 9,20791,2273,10.93
2004,Zone 4 - Central,F,10 to 19,29882,5069,16.96
2004,Zone 4 - Central,F,20 to 29,30960,3547,11.46
2004,Zone 4 - Central,F,30 to 39,32956,2940,8.92
2004,Zone 4 - Central,F,40 to 49,36142,3481,9.63
2004,Zone 4 - Central,F,50 to 59,28313,2874,10.15
2004,Zone 4 - Central,F,60 to 69,17077,1705,9.98
2004,Zone 4 - Central,F,70 to 79,12313,1020,8.28
2004,Zone 4 - Central,F,80 +,9496,666,7.01
2004,Zone 4 - Central,M,0 to 9,21143,3425,16.2
2004,Zone 4 - Central,M,10 to 19,30689,6343,20.67
2004,Zone 4 - Central,M,20 to 29,29548,2574,8.71
2004,Zone 4 - Central,M,30 to 39,30042,1525,5.08
2004,Zone 4 - Central,M,40 to 49,34094,1680,4.93
2004,Zone 4 - Central,M,50 to 59,26638,1253,4.7
2004,Zone 4 - Central,M,60 to 69,16026,882,5.5
2004,Zone 4 - Central,M,70 to 79,9737,547,5.62
2004,Zone 4 - Central,M,80 +,4776,265,5.55
2004,Zone 3 - Eastern,F,0 to 9,7616,785,10.31
2004,Zone 3 - Eastern,F,10 to 19,10390,1555,14.97
2004,Zone 3 - Eastern,F,20 to 29,10205,874,8.56
2004,Zone 3 - Eastern,F,30 to 39,11085,750,6.77
2004,Zone 3 - Eastern,F,40 to 49,15113,959,6.35
2004,Zone 3 - Eastern,F,50 to 59,13931,1008,7.24
2004,Zone 3 - Eastern,F,60 to 69,9460,664,7.02
2004,Zone 3 - Eastern,F,70 to 79,6740,417,6.19
2004,Zone 3 - Eastern,F,80 +,5891,339,5.75
2004,Zone 3 - Eastern,M,0 to 9,8161,1251,15.33
2004,Zone 3 - Eastern,M,10 to 19,10975,2048,18.66
2004,Zone 3 - Eastern,M,20 to 29,10535,759,7.2
2004,Zone 3 - Eastern,M,30 to 39,10998,405,3.68
2004,Zone 3 - Eastern,M,40 to 49,14586,504,3.46
2004,Zone 3 - Eastern,M,50 to 59,14405,526,3.65
2004,Zone 3 - Eastern,M,60 to 69,9270,382,4.12
2004,Zone 3 - Eastern,M,70 to 79,5562,238,4.28
2004,Zone 3 - Eastern,M,80 +,3016,140,4.64
2004,Zone 2 - Northern,F,0 to 9,7177,753,10.49
2004,Zone 2 - Northern,F,10 to 19,9344,1469,15.72
2004,Zone 2 - Northern,F,20 to 29,9366,998,10.66
2004,Zone 2 - Northern,F,30 to 39,10906,955,8.76
2004,Zone 2 - Northern,F,40 to 49,13264,1074,8.1
2004,Zone 2 - Northern,F,50 to 59,11690,1000,8.55
2004,Zone 2 - Northern,F,60 to 69,7600,625,8.22
2004,Zone 2 - Northern,F,70 to 79,5646,427,7.56
2004,Zone 2 - Northern,F,80 +,4858,275,5.66
2004,Zone 2 - Northern,M,0 to 9,7689,1237,16.09
2004,Zone 2 - Northern,M,10 to 19,9871,1805,18.29
2004,Zone 2 - Northern,M,20 to 29,9434,684,7.25
2004,Zone 2 - Northern,M,30 to 39,10584,460,4.35
2004,Zone 2 - Northern,M,40 to 49,13102,565,4.31
2004,Zone 2 - Northern,M,50 to 59,11614,461,3.97
2004,Zone 2 - Northern,M,60 to 69,7626,287,3.76
2004,Zone 2 - Northern,M,70 to 79,4656,210,4.51
2004,Zone 2 - Northern,M,80 +,2527,131,5.18
2004,Zone 1 - Western,F,0 to 9,8773,883,10.06
2004,Zone 1 - Western,F,10 to 19,11576,1742,15.05
2004,Zone 1 - Western,F,20 to 29,11445,1211,10.58
2004,Zone 1 - Western,F,30 to 39,13624,1112,8.16
2004,Zone 1 - Western,F,40 to 49,18361,1466,7.98
2004,Zone 1 - Western,F,50 to 59,16166,1394,8.62
2004,Zone 1 - Western,F,60 to 69,10928,859,7.86
2004,Zone 1 - Western,F,70 to 79,7915,567,7.16
2004,Zone 1 - Western,F,80 +,6590,402,6.1
2004,Zone 1 - Western,M,0 to 9,9232,1370,14.84
2004,Zone 1 - Western,M,10 to 19,12140,2221,18.29
2004,Zone 1 - Western,M,20 to 29,11285,776,6.88
2004,Zone 1 - Western,M,30 to 39,13048,620,4.75
2004,Zone 1 - Western,M,40 to 49,17478,737,4.22
2004,Zone 1 - Western,M,50 to 59,15903,670,4.21
2004,Zone 1 - Western,M,60 to 69,10817,509,4.71
2004,Zone 1 - Western,M,70 to 79,6828,351,5.14
2004,Zone 1 - Western,M,80 +,3800,206,5.42
2005,Zone 4 - Central,F,0 to 9,20116,2166,10.77
2005,Zone 4 - Central,F,10 to 19,29822,5390,18.07
2005,Zone 4 - Central,F,20 to 29,31133,3761,12.08
2005,Zone 4 - Central,F,30 to 39,32872,3164,9.63
2005,Zone 4 - Central,F,40 to 49,36288,3680,10.14
2005,Zone 4 - Central,F,50 to 59,29470,3191,10.83
2005,Zone 4 - Central,F,60 to 69,17830,1860,10.43
2005,Zone 4 - Central,F,70 to 79,12268,1059,8.63
2005,Zone 4 - Central,F,80 +,9698,703,7.25
2005,Zone 4 - Central,M,0 to 9,20713,3324,16.05
2005,Zone 4 - Central,M,10 to 19,30308,6682,22.05
2005,Zone 4 - Central,M,20 to 29,29850,2969,9.95
2005,Zone 4 - Central,M,30 to 39,29913,1617,5.41
2005,Zone 4 - Central,M,40 to 49,34439,1820,5.28
2005,Zone 4 - Central,M,50 to 59,27554,1383,5.02
2005,Zone 4 - Central,M,60 to 69,16760,949,5.66
2005,Zone 4 - Central,M,70 to 79,9986,563,5.64
2005,Zone 4 - Central,M,80 +,4907,298,6.07
2005,Zone 3 - Eastern,F,0 to 9,7467,743,9.95
2005,Zone 3 - Eastern,F,10 to 19,10208,1669,16.35
2005,Zone 3 - Eastern,F,20 to 29,10167,923,9.08
2005,Zone 3 - Eastern,F,30 to 39,10826,795,7.34
2005,Zone 3 - Eastern,F,40 to 49,14917,1015,6.8
2005,Zone 3 - Eastern,F,50 to 59,14316,1105,7.72
2005,Zone 3 - Eastern,F,60 to 69,9734,713,7.32
2005,Zone 3 - Eastern,F,70 to 79,6757,431,6.38
2005,Zone 3 - Eastern,F,80 +,5893,340,5.77
2005,Zone 3 - Eastern,M,0 to 9,7970,1167,14.64
2005,Zone 3 - Eastern,M,10 to 19,10778,2199,20.4
2005,Zone 3 - Eastern,M,20 to 29,10468,863,8.24
2005,Zone 3 - Eastern,M,30 to 39,10788,469,4.35
2005,Zone 3 - Eastern,M,40 to 49,14345,538,3.75
2005,Zone 3 - Eastern,M,50 to 59,14658,575,3.92
2005,Zone 3 - Eastern,M,60 to 69,9548,403,4.22
2005,Zone 3 - Eastern,M,70 to 79,5678,256,4.51
2005,Zone 3 - Eastern,M,80 +,3033,135,4.45
2005,Zone 2 - Northern,F,0 to 9,7015,734,10.46
2005,Zone 2 - Northern,F,10 to 19,9283,1544,16.63
2005,Zone 2 - Northern,F,20 to 29,9363,1096,11.71
2005,Zone 2 - Northern,F,30 to 39,10629,985,9.27
2005,Zone 2 - Northern,F,40 to 49,13289,1140,8.58
2005,Zone 2 - Northern,F,50 to 59,11998,1077,8.98
2005,Zone 2 - Northern,F,60 to 69,7847,685,8.73
2005,Zone 2 - Northern,F,70 to 79,5670,428,7.55
2005,Zone 2 - Northern,F,80 +,4920,292,5.93
2005,Zone 2 - Northern,M,0 to 9,7564,1201,15.88
2005,Zone 2 - Northern,M,10 to 19,9730,1942,19.96
2005,Zone 2 - Northern,M,20 to 29,9376,783,8.35
2005,Zone 2 - Northern,M,30 to 39,10364,500,4.82
2005,Zone 2 - Northern,M,40 to 49,13020,576,4.42
2005,Zone 2 - Northern,M,50 to 59,11936,504,4.22
2005,Zone 2 - Northern,M,60 to 69,7846,317,4.04
2005,Zone 2 - Northern,M,70 to 79,4740,211,4.45
2005,Zone 2 - Northern,M,80 +,2579,131,5.08
2005,Zone 1 - Western,F,0 to 9,8544,893,10.45
2005,Zone 1 - Western,F,10 to 19,11493,1885,16.4
2005,Zone 1 - Western,F,20 to 29,11422,1279,11.2
2005,Zone 1 - Western,F,30 to 39,13207,1177,8.91
2005,Zone 1 - Western,F,40 to 49,18283,1558,8.52
2005,Zone 1 - Western,F,50 to 59,16574,1503,9.07
2005,Zone 1 - Western,F,60 to 69,11366,944,8.31
2005,Zone 1 - Western,F,70 to 79,7933,603,7.6
2005,Zone 1 - Western,F,80 +,6631,403,6.08
2005,Zone 1 - Western,M,0 to 9,9003,1384,15.37
2005,Zone 1 - Western,M,10 to 19,12002,2385,19.87
2005,Zone 1 - Western,M,20 to 29,11263,863,7.66
2005,Zone 1 - Western,M,30 to 39,12720,657,5.17
2005,Zone 1 - Western,M,40 to 49,17350,811,4.67
2005,Zone 1 - Western,M,50 to 59,16253,727,4.47
2005,Zone 1 - Western,M,60 to 69,11181,548,4.9
2005,Zone 1 - Western,M,70 to 79,6976,344,4.93
2005,Zone 1 - Western,M,80 +,3886,225,5.79
2006,Zone 4 - Central,F,0 to 9,19851,2083,10.49
2006,Zone 4 - Central,F,10 to 19,29434,5503,18.7
2006,Zone 4 - Central,F,20 to 29,31567,4076,12.91
2006,Zone 4 - Central,F,30 to 39,32853,3342,10.17
2006,Zone 4 - Central,F,40 to 49,36468,3889,10.66
2006,Zone 4 - Central,F,50 to 59,30083,3319,11.03
2006,Zone 4 - Central,F,60 to 69,19090,2136,11.19
2006,Zone 4 - Central,F,70 to 79,12283,1120,9.12
2006,Zone 4 - Central,F,80 +,10042,743,7.4
2006,Zone 4 - Central,M,0 to 9,20388,3217,15.78
2006,Zone 4 - Central,M,10 to 19,30009,6920,23.06
2006,Zone 4 - Central,M,20 to 29,30204,3343,11.07
2006,Zone 4 - Central,M,30 to 39,29928,1730,5.78
2006,Zone 4 - Central,M,40 to 49,34646,1914,5.52
2006,Zone 4 - Central,M,50 to 59,28278,1530,5.41
2006,Zone 4 - Central,M,60 to 69,17891,1027,5.74
2006,Zone 4 - Central,M,70 to 79,10261,581,5.66
2006,Zone 4 - Central,M,80 +,5077,306,6.03
2006,Zone 3 - Eastern,F,0 to 9,7400,716,9.68
2006,Zone 3 - Eastern,F,10 to 19,10020,1734,17.31
